date,weighted_average_sentiment,comment_count
2021-01-28,-0.31114323019756107,6
2021-01-29,-0.045066204772320165,57
2021-01-30,-0.10797313131055294,9
2021-01-31,0.4012991990327509,5
2021-02-01,0.333332683853516,3
2021-02-02,0.12530687140427008,8
2021-02-03,-0.07482439955943088,7
2021-02-04,0.0,4
2021-02-05,0.2132910238785978,10
2021-02-06,0.03949030389959614,11
2021-02-07,0.0,1
2021-02-08,0.5000576961774811,2
2021-02-10,0.5301014472119422,2
2021-02-11,0.3295508605255051,3
2021-02-12,0.7897533557962244,5
2021-02-13,0.6644710609723147,3
2021-02-14,1.0,1
2021-02-16,0.0,1
2021-02-17,0.0,1
2021-02-18,-0.4997184524940734,2
2021-02-19,0.6666116513232224,3
2021-02-20,-0.4976292740402918,2
2021-02-21,0.0,1
2021-02-22,0.4184388303781886,2
2021-02-23,0.0,1
2021-02-24,-0.0001685327424009445,4
2021-02-25,1.0,2
2021-02-26,0.2710182128555285,6
2021-02-27,0.14307574939387116,8
2021-03-01,-0.49738558326950844,4
2021-03-02,0.0,1
2021-03-03,0.37018681380419205,3
2021-03-04,0.00802497204656326,6
2021-03-05,0.007188549551433738,6
2021-03-06,0.6665910202852319,3
2021-03-07,-0.3439478776211916,3
2021-03-09,0.666196043591443,3
2021-03-10,0.49996061848408163,2
2021-03-11,0.25005719890028144,4
2021-03-12,0.21747131391536786,5
2021-03-13,1.0,1
2021-03-14,0.7231501068412667,4
2021-03-15,0.0,4
2021-03-17,0.3266287658939149,3
2021-03-18,0.0,5
2021-03-19,0.0,1
2021-03-23,0.0,2
2021-03-24,0.5784032181913963,2
2021-03-25,1.0,1
2021-03-26,0.0,2
2021-03-27,0.4999351894344477,2
2021-03-28,0.0,1
2021-03-29,1.0,1
2021-03-30,1.0,1
2021-04-02,0.0,1
2021-04-06,0.34255524704836,3
2021-04-07,1.0,1
2021-04-08,-1.0,1
2021-04-09,1.0,1
2021-04-10,1.0,3
2021-04-11,1.0,1
2021-04-13,1.0,1
2021-04-16,1.0,1
2021-04-17,0.0,1
2021-04-18,1.0,1
2021-04-19,1.0,1
2021-04-22,0.0,1
2021-04-23,1.0,1
2021-04-27,0.0,1
2021-04-28,-1.0,1
2021-05-01,0.0,1
2021-05-07,0.4945377459015282,2
2021-05-08,0.0,1
2021-05-09,0.0,1
2021-05-10,1.0,1
2021-05-11,0.0,1
2021-05-14,1.0,1
2021-05-16,-1.0,1
2021-05-20,0.0,1
2021-05-22,1.0,1
2021-05-23,0.0,1
2021-05-24,0.0,1
2021-05-25,0.500009556219898,2
2021-05-27,0.0,2
2021-05-28,0.0,2
2021-05-30,1.0,1
2021-05-31,0.0,1
2021-06-10,-0.46658073568704944,2
2021-06-11,0.08998915626165446,4
2021-06-12,1.0,1
2021-06-13,0.0,1
2021-06-15,-1.0,1
2021-06-16,-0.32473602069923746,6
2021-06-17,0.3162388096198222,6
2021-06-18,0.20684315531382655,4
2021-06-20,1.0,1
2021-06-21,0.0,1
2021-06-22,1.0,3
2021-06-23,0.6047340905845529,3
2021-06-24,0.24943981755271102,4
2021-06-25,0.0,1
2021-06-26,0.0,2
2021-06-29,-0.1996714425471037,5
2021-06-30,0.0,1
2021-07-01,0.33499599194382884,3
2021-07-02,0.0,1
2021-07-09,0.11548886882827208,2
2021-07-11,0.0,1
2021-07-13,1.0,1
2021-07-14,1.0,1
2021-07-15,0.33290765181836257,3
2021-07-18,0.0,1
2021-07-19,-1.0,1
2021-08-03,0.30561010616019946,3
2021-08-04,1.0,2
2021-08-05,0.0,1
2021-08-06,-1.0,1
2021-08-08,-0.49936866522457285,2
2021-08-09,0.0,1
2021-08-10,1.0,1
2021-08-11,0.0,1
2021-08-13,1.0,1
